Zona;Contrato;Orden;Usuario;Estado;Ejecucion;mes;ano;Codigo;Anomalia;NUnidad;Unidad;NCausa;Causa;UGenera;Descripcion;Motivo;Cuadrilla;kWhRec;Factor
PA;MEC 289.2024;33152555;384540;Pendiente;2024-05-18 09:31:08-05;5;2024;38 / 82 / 38 / 82;Conexi�n En Bornes Conforme / Linea Directa / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1646;284;
PA;MEC 289.2024;33152559;385350;Aprobada;2024-05-15 12:42:20-05;5;2024;1 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;294;
PA;MEC 289.2024;33152561;391272;Aprobada;2024-05-15 14:26:52-05;5;2024;82 / 1 / 30004 / 82 / 18 / 38 / 431;Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / OTRAS ANOMAL�AS REINCIDENTE PARE / Se Corrige Anomal�a / Conexion Directa Desde Bornera / Inspecci�n T�cnica Conforme / Verificacion Y/O Correcion De Medidor Y Acometida En Caja;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Otras Anomalias;ZTY1646;213;
PA;MEC 289.2024;33152572;590569;Aprobada;2024-05-16 10:22:37-05;5;2024;38 / 82 / 1 / 431 / H1 / 82;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Reconexion No Autorizada / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1646;297;
PA;MEC 289.2024;33152573;626407;Aprobada;2024-05-16 10:52:14-05;5;2024;1 / 82 / 38 / 431 / H1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Reconexion No Autorizada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;373;
PA;MEC 289.2024;33152574;1015369;Aprobada;2024-05-16 08:47:32-05;5;2024;1 / 82 / 82 / 38 / 431 / H1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Reconexion No Autorizada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;289;
PA;MEC 289.2024;33152575;1019884;Aprobada;2024-05-15 15:33:37-05;5;2024;431 / 30002 / 82 / 1 / 82 / 18 / 38 / H1;Verificacion Y/O Correcion De Medidor Y Acometida En Caja / REINCIDENTE PARE / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Conexion Directa Desde Bornera / Inspecci�n T�cnica Conforme / Reconexion No Autorizada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1646;72;
PA;MEC 289.2024;33152576;1022442;Aprobada;2024-05-18 08:51:48-05;5;2024;1 / 82 / 39 / 431 / 39 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Medidor desconectado / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Fase I / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1646;159;
PA;MEC 289.2024;33152577;1038052;Aprobada;2024-05-14 09:48:10-05;5;2024;82 / 1 / 30002 / 39 / H1 / 39 / 38 / 82;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / REINCIDENTE PARE / Medidor desconectado / Reconexion No Autorizada / Fase I / Inspecci�n T�cnica Conforme / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1646;83;
PA;MEC 289.2024;33152787;1065098;Aprobada;2024-05-16 09:57:23-05;5;2024;1 / 82 / 38 / 431 / H1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Reconexion No Autorizada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;257;
PA;MEC 289.2024;33152788;1066873;Aprobada;2024-05-14 10:42:49-05;5;2024;38 / 82 / 38 / 1;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Acometida Intervenid / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1646;291;
PA;MEC 289.2024;33152790;1066958;Pendiente;2024-05-15 16:44:03-05;5;2024;82 / 82 / 38 / 38;Se Corrige Anomal�a / Linea Directa / Inspecci�n T�cnica Conforme / Conexi�n En Bornes Conforme;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1646;;
PA;MEC 289.2024;33152792;1077907;Pendiente;2024-05-15 09:03:58-05;5;2024;38 / 82 / 82 / 38;Conexi�n En Bornes Conforme / Se Corrige Anomal�a / Linea Directa / Inspecci�n T�cnica Conforme;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Posible anomalia;;ZTY1646;262;
PA;MEC 289.2024;33152794;1088376;Aprobada;2024-05-16 09:59:19-05;5;2024;431 / 82 / 38 / H1 / 1;Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Reconexion No Autorizada / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1641;111;
PA;MEC 289.2024;33152798;1103077;Pendiente;2024-05-20 10:02:42-05;5;2024;H1 / 38 / 82 / 431;Reconexion No Autorizada / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Verificacion Y/O Correcion De Medidor Y Acometida En Caja;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Posible anomalia;;ZTY1641;707;
PA;MEC 289.2024;33152800;1132690;Aprobada;2024-05-20 09:28:17-05;5;2024;38 / H1 / 431 / 39 / 39 / 1 / 82;Inspecci�n T�cnica Conforme / Reconexion No Autorizada / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Medidor desconectado / Fase I / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1646;0;
CE;ING 273.2024;33195359;151718;Pendiente;2024-05-15 08:20:20-05;5;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;LLOPEZ;Posible anomalia;;ZTY1639;0;
CE;ING 273.2024;33195845;1054809;Pendiente;2024-05-16 08:27:43-05;5;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;CPALECHOR;Posible anomalia;;ZTY1635;0;
CE;ING 273.2024;33195914;1009491;Pendiente;2024-05-16 12:09:54-05;5;2024;BPQ;Bornera Perforada/Quemada;0;FACTURACION;0;CAUSA NO DETERMINADA;ABELALCAZAR;Posible anomalia;;ZTY1632;0;
PA;MEC 289.2024;33196130;510344;Aprobada;2024-05-10 15:06:58-05;5;2024;18 / 38 / 39 / 1 / 82;Conexion Directa Desde Bornera / Inspecci�n T�cnica Conforme / Fase I / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;0;
PA;MEC 289.2024;33196144;388514;Aprobada;2024-05-15 14:24:00-05;5;2024;38 / 9;Inspecci�n T�cnica Conforme / CUANDO DOS O M�S USUARIOS COMPARTAN FASES O NEUTROS;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;;ZTY1645;0;
NO;DIC 284.2024;33196179;8556786;Aprobada;2024-05-10 16:26:53-05;5;2024;82 / 38 / 1 / 38;Se Corrige Anomal�a / Acometida Intervenid / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1663;3207;
PA;MEC 289.2024;33196512;474378;Aprobada;2024-05-15 10:15:32-05;5;2024;82 / 1 / 82;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;836;
PA;VIL 350.2024;33196984;1043533;Aprobada;2024-05-21 14:16:13-05;5;2024;82 / 38 / 38 / 1;Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / Acometida Intervenid / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1712;92;
PA;VIL 350.2024;33196986;1138432;Pendiente;2024-05-15 08:23:12-05;5;2024;38 / 82 / 38;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Acometida Intervenid;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;GSANDOVAL;Posible anomalia;;ZTY1712;631;
PA;VIL 350.2024;33196996;1202918;Aprobada;2024-05-15 17:25:45-05;5;2024;82 / 1 / 82;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1712;166;
PA;VIL 350.2024;33196997;577007;Aprobada;2024-05-14 10:23:50-05;5;2024;1 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Acometida Intervenid / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1712;380;
PA;VIL 350.2024;33197004;1180806;Aprobada;2024-05-16 15:47:10-05;5;2024;82 / 82 / 1;Linea Directa / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;GSANDOVAL;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1712;338;
OC;UNI 402.2024;33197177;1176360;Pendiente;2024-05-14 08:35:22-05;5;2024;38;Inspecci�n T�cnica Conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JTIMANA;Posible anomalia;;ZTY1741;;
PA;MEC 289.2024;33199261;427415;Pendiente;2024-05-15 11:29:29-05;5;2024;82 / 82;Se Corrige Anomal�a / Linea Directa;0;FACTURACION;0;CAUSA NO DETERMINADA;JSAAVEDRA;Posible anomalia;;ZTY1644;127;
PA;MEC 289.2024;33199283;1146813;Aprobada;2024-05-15 08:42:19-05;5;2024;1 / 38 / 82 / 38 / 82;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Conexi�n En Bornes Conforme / Linea Directa / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a;75;GES. ENERGETICA;75;CAMBIO PLAN COMERCIAL;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;327;
PA;MEC 289.2024;33199285;1151218;Aprobada;2024-05-20 08:38:12-05;5;2024;38 / 82 / 1 / H1 / 431 / 82;Inspecci�n T�cnica Conforme / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Reconexion No Autorizada / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1646;248;
PA;MEC 289.2024;33199286;1154616;Aprobada;2024-05-16 16:58:08-05;5;2024;38 / 1 / 39 / 82 / 39;Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Medidor desconectado / Linea Directa / Fase I;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1646;142;
PA;MEC 289.2024;33199287;1157475;Aprobada;2024-05-18 10:30:38-05;5;2024;H1 / 38 / 39 / 431 / 82 / 39 / 82 / 1;Reconexion No Autorizada / Inspecci�n T�cnica Conforme / Fase I / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Se Corrige Anomal�a / Medidor desconectado / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1646;199;
PA;MEC 289.2024;33199288;1157841;Pendiente;2024-05-17 16:44:54-05;5;2024;38 / 82;Inspecci�n T�cnica Conforme / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Posible anomalia;;ZTY1646;;
PA;MEC 289.2024;33199499;1171087;Pendiente;2024-05-20 10:12:11-05;5;2024;38 / 82 / H1;Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Reconexion No Autorizada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Posible anomalia;;ZTY1646;0;
PA;MEC 289.2024;33199502;1187302;Aprobada;2024-05-17 11:02:01-05;5;2024;1 / 431 / 38 / 82 / H1;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Reconexion No Autorizada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;104;
PA;MEC 289.2024;33199503;1190972;Aprobada;2024-05-16 17:01:02-05;5;2024;82 / 39 / H1 / 82 / 1;Linea Directa / Medidor desconectado / Reconexion No Autorizada / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;243;
PA;MEC 289.2024;33199504;1196426;Aprobada;2024-05-15 14:33:52-05;5;2024;82 / 82 / 39 / 38 / 1 / H1;Linea Directa / Se Corrige Anomal�a / Fase I / Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Reconexion No Autorizada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1641;128;
PA;MEC 289.2024;33199505;1196247;Pendiente;2024-05-20 10:58:10-05;5;2024;38 / 431 / 82 / H1;Inspecci�n T�cnica Conforme / Verificacion Y/O Correcion De Medidor Y Acometida En Caja / Se Corrige Anomal�a / Reconexion No Autorizada;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Posible anomalia;;ZTY1641;531;
PA;MEC 289.2024;33199510;8542327;Aprobada;2024-05-17 16:02:14-05;5;2024;39 / 38 / 82 / 1 / 82 / 39;Fase I / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Medidor desconectado;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1646;159;
PA;MEC 289.2024;33199513;8542567;Pendiente;2024-05-20 16:04:31-05;5;2024;82 / H1 / 38 / 431;Se Corrige Anomal�a / Reconexion No Autorizada / Inspecci�n T�cnica Conforme / Verificacion Y/O Correcion De Medidor Y Acometida En Caja;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Posible anomalia;;ZTY1645;0;
PA;MEC 289.2024;33199514;8544544;Aprobada;2024-05-15 12:00:18-05;5;2024;39 / 1 / H1 / 38 / 82 / 82;Medidor desconectado / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Reconexion No Autorizada / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;342;
PA;MEC 289.2024;33199518;8558623;Aprobada;2024-05-15 13:25:59-05;5;2024;82 / 1 / 38 / 38;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme / Acometida Intervenid;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;1186;
PA;MEC 289.2024;33199523;8556475;Aprobada;2024-05-16 16:05:36-05;5;2024;82 / 1 / 38 / 82;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;JSAAVEDRA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1645;278;
CE;ING 273.2024;33200067;1248233;Aprobada;2024-05-15 13:58:54-05;5;2024;1 / BPQ / 39;ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Bornera Perforada/Quemada  / Medidor desconectado;0;FACTURACION;0;CAUSA NO DETERMINADA;SLOPEZ123;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1633;0;
CE;DES 100.2018;33200068;1101339;Rechazada;2024-05-14 10:12:28-05;5;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Anomalia verificada con acta digital;No Procede Pare;ZTY142;;110
NO;EMP 327.2024;33200134;8563096;Aprobada;2024-05-15 13:37:53-05;5;2024;30002 / 38 / 82 / 1 / 38;REINCIDENTE PARE / Inspecci�n T�cnica Conforme / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Acometida Intervenid;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1692;1335;
NO;EMP 327.2024;33200140;1266351;Aprobada;2024-05-14 11:10:10-05;5;2024;38 / 82 / 1 / 82;Inspecci�n T�cnica Conforme / Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1692;458;
NO;EMP 327.2024;33200153;1248759;Rechazada;2024-05-15 07:42:41-05;5;2024;38;Inspecci�n T�cnica Conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada con acta digital;No Procede Pare;ZTY1692;;
NO;EMP 327.2024;33200161;580790;Rechazada;2024-05-15 12:20:36-05;5;2024;39;Medidor desconectado;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada con acta digital;No Procede Pare;ZTY1692;;
NO;EMP 327.2024;33200183;1174387;Aprobada;2024-05-16 12:11:07-05;5;2024;38 / 1 / 82 / 38;Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Acometida Intervenid;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1692;1085;
NO;SIM 285.2024;33200225;357940;Aprobada;2024-05-14 13:54:14-05;5;2024;82 / 38 / 30002 / 1 / 82 / 18;Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / REINCIDENTE PARE / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Linea Directa / Conexion Directa Desde Bornera;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1654;305;
NO;DIC 284.2024;33200568;1094522;Aprobada;2024-05-14 10:10:58-05;5;2024;30006 / 82 / 82 / 30002 / 30004 / 1;ADICION DE ENERGIA RECUPERADA / Linea Directa / Se Corrige Anomal�a / REINCIDENTE PARE / OTRAS ANOMAL�AS REINCIDENTE PARE / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Destacados Flash;ZTY1661;902;
NO;DIC 284.2024;33200577;640174;Aprobada;2024-05-14 10:26:08-05;5;2024;82 / 1 / 38;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Acometida Intervenid;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1661;1692;
NO;DIC 284.2024;33200584;197312;Aprobada;2024-05-14 11:51:44-05;5;2024;82 / 1 / 38 / 38;Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Inspecci�n T�cnica Conforme / Acometida Intervenid;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1663;2173;
NO;DIC 284.2024;33200608;197854;Aprobada;2024-05-14 12:25:56-05;5;2024;30001 / 1 / 82 / 82;OTRAS ANOMAL�AS QUE PUEDEN DETECTARSE Y COMPROBARSE / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Linea Directa;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Luminaria Encendida;ZTY1663;1814;
NO;DIC 284.2024;33200615;463910;Aprobada;2024-05-14 11:46:14-05;5;2024;38 / 1 / 82 / 38;Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Acometida Intervenid;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1662;1577;
NO;EMP 327.2024;33200617;1266416;Pendiente;2024-05-14 14:34:13-05;5;2024;38;Inspecci�n T�cnica Conforme;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Posible anomalia;;ZTY1691;0;
NO;DIC 284.2024;33200636;412726;Aprobada;2024-05-14 11:06:21-05;5;2024;82 / 1 / 82 / 38 / 30002;Linea Directa / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Inspecci�n T�cnica Conforme / REINCIDENTE PARE;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;ONANEZ;Anomalia verificada y aprobada;Existencia Otras Cargas;ZTY1662;2150;
NO;EMP 327.2024;33200653;620257;Aprobada;2024-05-14 20:44:21-05;5;2024;38 / 1 / 82 / 82;Inspecci�n T�cnica Conforme / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA / Se Corrige Anomal�a / Linea Directa;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1691;916;
CE;DES 100.2018;33200690;476298;Pendiente;2024-05-14 11:44:06-05;5;2024;431;Orden Factor;0;GES. ENERGETICA;0;CAUSA NO DETERMINADA;NELSONMELO;Posible anomalia;;ZTY142;;40
CE;ING 273.2024;33202176;532391;Rechazada;2024-05-14 10:02:54-05;5;2024;MV;Medidor Volteado;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada con acta digital;No Existe Anomal�a En El Acta;ZTY1638;288;
CE;ING 273.2024;33205895;1024870;Aprobada;2024-05-14 10:36:59-05;5;2024;MV / 11;Medidor Volteado / ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Factor;ZTY16311;;
NO;SIM 285.2024;33205904;416852;Aprobada;2024-05-14 11:01:32-05;5;2024;38 / 38 / 82 / 1;Inspecci�n T�cnica Conforme / Acometida Intervenid / Se Corrige Anomal�a / ACOMETIDA O DERIVACI�N NO AUTORIZADA HACIA CARGA CONOCIDA;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;HCORDOBA;Anomalia verificada y aprobada;Creacion Sello Tapa Principal #4;ZTY1656;1824;
CE;ING 273.2024;33205918;1030125;Aprobada;2024-05-14 10:07:46-05;5;2024;11 / MV;ALTERACI�N DE LA POSICI�N DEL MEDIDOR DE INDUCCI�N / Medidor Volteado;0;CONTROL PERDIDAS;0;CAUSA NO DETERMINADA;OCARDENAS;Anomalia verificada y aprobada;Factor;ZTY1637;;
